Final Event Number	Date & Time Reported	Date and Time Occurred	Log Type	Location	Status	Remarks	AreaName
2016-0012755	9/27/2016  8:59:00 AM	9/26/2016  8:00:00AM To  5:00:00PM	THEFT REPORT	PEABODY TERRACE 18 900 MEMORIAL DR	CLOSED	Officer dispatched to take a report of a stolen Topeak child bike seat valued at $65.00.	River Team
2016-0012786	9/27/2016  8:16:00 PM	9/27/2016  6:15:00PM To  7:52:00PM	THEFT REPORT	MAC MALKIN ATHLETIC CENTER 39 HOLYOKE ST	CLOSED	Officer dispatched to take a report of a stolen lock valued at $15.00 and $6.00 in U.S. currency.	River Team
2016-0012808	9/28/2016  10:07:00 AM	9/21/2016 To 9/23/2016 9:00:00PM To  5:00:00PM	THEFT REPORT	 170 BROOKLINE AVE	CLOSED	"Officer dispatched to take a report of a stolen white Schwinn bicycle valued at $300.00. The reporting individual informed the officer that their bicycle was secured to the bike rack with a cable lock valued at $15.00, which was also stolen."	Other
2016-0012814	9/28/2016  1:19:00 PM	9/27/2016 To 9/28/2016 7:45:00PM To  2:00:00AM	THEFT REPORT	LITTAUER CENTER 1805 CAMBRIDGE ST	CLOSED	"Officer dispatched to take a report of a stolen black Specialized bicycle valued at $240.00. The reporting individual informed the officer that their bicycle was secured to the bike rack with a u-lock valued at $30.00, which was also stolen."	North Yard Team
2016-0012816	9/28/2016  3:38:00 PM	9/27/2016  9:00:00PM To 11:00:00PM	THEFT REPORT	COUNTWAY LIBRARY 10 SHATTUCK ST	CLOSED	Officer dispatched to take a report of a stolen gray coat valued at $150.00.	Longwood Team
2016-0012913	9/30/2016  4:51:00 PM	9/30/2016 11:45:00AM To  4:15:00PM	THEFT REPORT	GUND HALL 48 QUINCY ST	CLOSED	"Officer dispatched to take a report of a stolen tan wallet valued at $30.00, a license, an HUID card, credit/debit cards, $20.00 in U.S. currency and two identification cards."	North Yard Team
2016-0012917	9/30/2016  6:26:00 PM	9/29/2016 To 9/30/201610:00:00PM To 12:30:00AM	THEFT REPORT	SEVER HALL 25 HARVARD YARD	CLOSED	"Officer dispatched to take a report of a stolen Apple laptop valued at $1,500.00, a light blue backpack valued at $50.00, pens and pencils valued at $125.00 and prescription medication valued at $35.00."	Yard Team
2016-0012919	9/30/2016  7:49:00 PM	9/29/2016 To 9/30/201612:00:00PM To  6:15:00PM	THEFT REPORT	GUND HALL 48 QUINCY ST	CLOSED	"Officer dispatched to take a report of a stolen green wallet valued at $60.00, credit/debit cards, a license, gift cards and a health insurance card."	North Yard Team
2016-0012920	9/30/2016  7:57:00 PM	9/28/2016 To 9/30/201612:00:00PM To  7:57:00PM	THEFT REPORT	MATTHEWS HALL NORTH 9 HARVARD YARD	CLOSED	Officer dispatched to take a report of a stolen brown Soho wallet valued at $30.00 and credit/debit cards.	Yard Team
2016-0012922	9/30/2016  8:07:00 PM	9/30/2016  2:30:00PM To  6:30:00PM	THEFT REPORT	GUND HALL 48 QUINCY ST	CLOSED	"Officer dispatched to take a report of a stolen Gucci wallet valued at $400.00, an HUID card, credit/debit cards, a health insurance card and $10.00 in U.S. currency."	North Yard Team
2016-0012924	9/30/2016  10:35:00 PM	9/30/2016  9:30:00PM To 10:30:00PM	THEFT REPORT	GORDON TRACK 79 N HARVARD ST	CLOSED	"Officer dispatched to take a report of a stolen iPhone 6 valued at $700.00, a black wallet valued at $30.00 and $70.00 in U.S. currency."	Allston/Watertown Team
2016-0012963	10/1/2016  7:31:00 PM	10/1/2016  7:31:00PM	THEFT REPORT	SEVER HALL 25 HARVARD YARD	CLOSED	"Officer dispatched to take a report of stolen U.S. currency valued at $30.00, a recovered stolen blue Kate Spade wallet valued at $50.00, recovered stolen credit/debit cards and a recovered stolen license."	Radcliffe/Quad Team
2016-0013005	10/2/2016  5:39:00 PM	10/1/2016  9:00:00AM To 12:00:00PM	THEFT REPORT	KNAFEL CENTER 10 GARDEN ST	CLOSED	"Officer took a walk in report of a stolen wallet valued at $50.00, $70.00 in U.S. currency and a license."	Yard Team
2016-0013034	10/3/2016  10:39:00 AM	10/2/2016 To 10/3/201612:00:00PM To  9:00:00AM	THEFT REPORT	GORDON HALL 25 SHATTUCK ST	CLOSED	"Officer while on patrol took a report of a stolen Giant bicycle valued at $600.00. The reporting individual informed the officer that their bicycle was secured to the bike rack with a u-lock, which was still secured to the bike along with the front tire."	Longwood Team
2016-0013085	10/4/2016  3:19:00 PM	10/4/2016  3:19:00PM	THEFT REPORT	HIM HMS 77 AVE LOUIS PASTEUR	CLOSED	"Officer dispatched to take a report of a stolen black Sennheiser headphones valued at $56.00, dental supplies valued at $74.00 and $100.00 in U.S. currency."	Longwood Team
2016-0013116	10/5/2016  10:41:00 AM	9/29/2016 To 10/5/201612:30:00PM To  9:30:00AM	THEFT REPORT	SEVER HALL 25 HARVARD YARD	CLOSED	"Officer dispatched to take a report of three stolen black GoPro cameras valued at $1,551.00, an Apple computer valued at $5,500.00, a Black Magic video card valued at $200.00 and keys."	Yard Team
2016-0013132	10/5/2016  6:42:00 PM	10/5/2016  6:00:00PM To  6:15:00PM	THEFT REPORT	PEABODY TERRACE 24 900 MEMORIAL DR	CLOSED	Officer dispatched to take a report of a stolen tan IKEA rug valued at $60.00.	River Team
2016-0013161	10/6/2016  10:35:00 AM	10/5/2016  6:00:00PM To  7:00:00PM	THEFT REPORT	CARPENTER CENTER 24 QUINCY ST	CLOSED	Officer took a walk in report of a stolen HUID card.	Yard Team
2016-0013176	10/6/2016  4:08:00 PM	10/6/2016  9:00:00AM To  2:10:00PM	THEFT REPORT	ROBINSON HALL 35 QUINCY ST	CLOSED	Officer dispatched to take a report of a stolen key and a Mont Blanc key chain valued at $300.00.	Yard Team
2016-0013177	10/6/2016  4:45:00 PM	10/5/2016 To 10/6/2016 1:00:00PM To  1:00:00PM	THEFT REPORT	MCKINLOCK HALL A 8 MILL ST	CLOSED	"Officer dispatched to take a report of a stolen blue Fuji bicycle valued at $456.00. The reporting individual informed the officer that their bicycle was secured to the bike rack with a u-lock, which was still secured to the bike along with the front tire."	River Team
2016-0013228	10/7/2016  8:39:00 PM	10/7/2016  6:45:00PM To  7:10:00PM	THEFT REPORT	JORDAN FIELD 79 N HARVARD ST	CLOSED	Officer dispatched to take a report of a stolen iPhone 6 Plus valued at $900.00 and an iPhone case valued at $65.00.	Yard Team
2016-0013256	10/8/2016  5:05:00 AM	10/8/2016  5:05:00AM	THEFT REPORT	LEVERETT HOUSE A 8 MILL ST	ARREST	"Officer dispatched to a report of two individuals who attempted to steal a bicycle and had fled from an officer and a security guard. Officer arrived and report was able to apprehend one of the individual's after a lengthy pursuit. The individual was then placed under arrest for Attempted Larceny and Disturbing the Peace.
Name: Castro, Brandon
Age: 18
Address: 20 American Legion Highway, Apt 2, Dorchester, MA 02124
Charge(s): Attempted Larceny
Disturbing the Peace
Update 11/10/16: Complaints have been issued against an individual in this incident.
Name: Castro, Brandon
Age: 18
Address: 20 American Legion Highway, Apt 2, Dorchester, MA 02124
Charge(s): Attempt to Commit a Crime (To Wit Larceny)"	River Team
2016-0013261	10/8/2016  9:37:00 AM	10/8/2016  9:37:00AM	THEFT REPORT	FAIRFAX HALL 1306 MASSACHUSETTS AVE	CLOSED	"Officer dispatched to take a report of a forcible breaking and entering. A black wallet valued at $60.00, $100.00 in U.S. currency, a license, credit/debit cards, keys, an Apple laptop valued at $1,500.00 and a black Seiko watch valued at $350.00 were all reported stolen."	River Team
2016-0013315	10/9/2016  5:57:00 PM	10/9/2016 11:00:00AM To 11:20:00AM	THEFT REPORT	KNAFEL CENTER 10 GARDEN ST	CLOSED	"Officer dispatched to take a report of a stolen green Vera Wang wallet valued at $10.00, an HUID card, credit/debit cards, $52.00 in U.S. currency, a Social Security card, a Charlie card, health insurance cards, a library card and a silver medallion valued at $20.00."	Allston/Watertown Team
2016-0013316	10/9/2016  6:12:00 PM	10/9/2016  3:00:00PM To  6:00:00PM	THEFT REPORT	HASKINS HALL 34 IRVING ST	CLOSED	Officer dispatched to take a report of an attempted theft of a package containing batteries valued at $30.00.	North Yard Team
2016-0013347	10/10/2016  12:19:00 PM	10/9/2016 To 10/10/201611:00:00PM To 11:30:00AM	THEFT REPORT	WINTHROP HOUSE 1306 MASSACHUSETTS AVE	CLOSED	"Officer dispatched to take a report of a past forcible breaking and entering. A black In Case laptop bag valued at $80.00, an Apple laptop valued at $1,200.00 and an Apple laptop charger valued at $70.00."	River Team
2016-0013384	10/11/2016  3:25:00 PM	10/11/2016  2:30:00PM To  3:10:00PM	THEFT REPORT	HEMENWAY GYMNASIUM H 1515 MASSACHUSETTS AVE	CLOSED	"Officer dispatched to take a report of a stolen blue wallet valued at $10.00, an HUID card, two identification cards, a license, $30 in U.S. currency and a credit/debit card."	North Yard Team
2016-0013391	10/11/2016  9:30:00 PM	10/8/2016 To 10/11/2016 7:00:00PM To  9:30:00PM	THEFT REPORT	HASKINS HALL 34 IRVING ST	CLOSED	"Officer dispatched to take a report of a stolen check valued at $2,000.00."	Yard Team
2016-0013411	10/12/2016  9:40:00 AM	10/6/2016 To 10/12/2016 8:30:00AM To  9:00:00AM	THEFT REPORT	UHS UNIVERSITY HEALTH SERVICES 75 MT AUBURN ST	CLOSED	Officer dispatched to take a report of two stolen bicycle tires valued at $300.00.	River Team
2016-0013415	10/12/2016  10:11:00 AM	10/11/2016 To 10/12/2016 9:15:00PM To 10:00:00AM	THEFT REPORT	"QUINCY HOUSE, STONE HALL 3 DEWOLFE ST"	CLOSED	"Officer dispatched to take a report of a stolen green and teal Bianchi bicycle valued at $800.00 The reporting individual informed the officer that their bicycle was secured to the bike rack with a cable lock, which was recovered stolen close to the area along with their bicycle helmet."	River Team
2016-0013461	10/12/2016  5:24:00 PM	10/1/2016  2:30:00PM To  2:40:00PM	THEFT REPORT	TAUBMAN CENTER 15 ELIOT ST	CLOSED	"Officer dispatched to take a report of a stolen black LuLu Lemon bag valued at $150.00, a black Valextra wallet valued at $250.00, $50.00 in U.S. currency, a black TI Instruments calculator valued at $75.00, a gray Hermes handbag valued at $8,500.00 , gray Nike sneakers valued at $50.00, credit/debits cards, and Uniqlo and Hermes clothes valued at $130.00."	River Team
2016-0013490	10/13/2016  6:19:00 PM	10/13/2016 12:00:00PM To  5:00:00PM	THEFT REPORT	LYMAN LAB 11 OXFORD ST	CLOSED	"Officer dispatched to take a report of three stolen textbooks valued at $120.00, a black Free Country coat valued at $40.00 and a Columbia coat valued at $40.00."	North Yard Team
2016-0013494	10/13/2016  8:08:00 PM	10/13/2016  8:08:00PM	THEFT REPORT	PERKINS HALL 35 OXFORD ST	CLOSED	"Officer dispatched to take a report of stolen textbooks valued at $1,500.00."	North Yard Team
2016-0013572	10/15/2016  4:05:00 PM	10/15/2016  1:00:00PM To  4:00:00PM	THEFT REPORT	KIRKLAND HOUSE MASTERS 85 DUNSTER ST	CLOSED	"Officer dispatched to take a report of a stolen black Specialized bicycle valued at $450.00. The reporting individual informed the officer that their bicycle was secured to the bike rack with a u-lock valued at $25.00, which was also stolen."	River Team
2016-0013651	10/18/2016  9:17:00 AM	10/14/2016 To 10/18/2016 4:30:00PM To  9:00:00AM	THEFT REPORT	FAS OFFICES 1414 MASSACHUSETTS AVE	CLOSED	"Officer dispatched to take a report of a stolen brown Ann Taylor coat valued at $300.00.
Update 10/27/16: This case is closed pending any further information."	Radcliffe/Quad Team
2016-0013660	10/18/2016  2:58:00 PM	10/14/2016  1:20:00PM To  3:00:00PM	THEFT REPORT	"FXB, SPH 4 651 HUNTINGTON AVE"	CLOSED	Officer dispatched to take a report of stolen keys.	Longwood Team
2016-0013681	10/19/2016  8:50:00 AM	10/19/2016  4:50:00AM To  8:00:00AM	THEFT REPORT	ADAMS HOUSE E 45-57 BOW ST	OPEN	"Officer dispatched to take a report of a forcible breaking and entering. A black North Face backpack valued at $70.00, a computer mouse valued at $15.00, a silver spoon valued at $20.00, a yellow wallet valued at $20.00, a credit/debit card, a license, an HUID card, an insurance card and $50.00 in U.S. currency were all reported stolen."	River Team
2016-0013721	10/20/2016  11:40:00 AM	10/20/2016 11:40:00AM	THEFT REPORT	SFP CHILDRENS CENTER 111 WESTERN AVE	CLOSED	Officer dispatched to take a report of stolen U.S. currency valued at $500.00.	Allston/Watertown Team
2016-0013732	10/20/2016  6:18:00 PM	10/20/2016  6:18:00PM	THEFT REPORT	SPANGLER CENTER 117 WESTERN AVE	CLOSED	Officer dispatched to take a report of stolen toiletries valued at $53.00.	Allston/Watertown Team
2016-0013750	10/21/2016  9:53:00 AM	10/21/2016  8:15:00AM To  9:50:00AM	THEFT REPORT	HASKINS HALL 34-A IRVING ST	CLOSED	Officer dispatched to take a report an attempted theft of a package containing a coffee grinder.	North Yard Team
2016-0013776	10/21/2016  7:35:00 PM	10/19/2016 To 10/20/2016 9:00:00PM To 11:00:00AM	THEFT REPORT	NORTHWEST SCIENCE BUILDING 52 OXFORD ST	CLOSED	Officer dispatched to take a report of two stolen lunches.	North Yard Team
2016-0013801	10/22/2016  1:14:00 PM	10/22/2016  1:45:00PM To  2:30:00PM	THEFT REPORT	SPANGLER CENTER 117 WESTERN AVE	CLOSED	Officer dispatched to take a report of two stolen Snapple drinks.	Allston/Watertown Team
2016-0013841	10/23/2016  1:52:00 PM	10/21/2016 To 10/23/2016 9:00:00PM To 12:30:00PM	THEFT REPORT	HILLES SOC 59 SHEPARD ST	CLOSED	Officer dispatched to take a report of a stolen Microsoft Surface valued at $900.00.	Radcliffe/Quad Team
2016-0013843	10/23/2016  4:36:00 PM	10/23/2016  4:25:00PM To  4:35:00PM	THEFT REPORT	LANGDELL HALL 1545 MASSACHUSETTS AVE	CLOSED	"Officer dispatched to take a report of a stolen dark green book bag valued at $200.00, a check valued at $44.00, keys and a toiletries valued at $40.00."	North Yard Team
2016-0013848	10/23/2016  6:56:00 PM	10/23/2016  3:00:00PM To  6:30:00PM	THEFT REPORT	MAXWELL DWORKIN BUILDING 33 OXFORD ST	CLOSED	"Officer dispatched to take a report of a stolen blue and green Gerard Butler bicycle valued at $1,000.00. The reporting individual informed the officer that their bicycle was secured to the bike rack with a chain valued at $15.00, which was also stolen."	North Yard Team
2016-0013852	10/23/2016  9:47:00 PM	10/23/2016  4:00:00PM To  5:15:00PM	THEFT REPORT	HASTINGS HALL 1533 MASSACHUSETTS AVE	CLOSED	"Officer dispatched to take a report of a stolen Lenovo laptop valued at $1,400.00, prescription medication valued at $100.00 and a check valued at $1,250.00."	North Yard Team
2016-0013898	10/24/2016  9:19:00 PM	10/21/2016 To 10/24/2016 9:00:00PM To  9:00:00PM	THEFT REPORT	WIGGLESWORTH HALL A 6 HARVARD YARD	CLOSED	"Officer dispatched to take a report of a stolen black Trek bicycle valued at $600.00. The reporting individual informed the officer that their bicycle was secured to a bike pole with a u-lock valued at $50.00, which was also stolen."	Yard Team
2016-0013923	10/25/2016  1:16:00 PM	10/25/2016 10:30:00AM To 12:30:00PM	THEFT REPORT	HEMENWAY GYMNASIUM H 1515 MASSACHUSETTS AVE	CLOSED	Officer dispatched to take a report of a stolen Charlie card and $8.00 in U.S. currency.	North Yard Team
2016-0013953	10/26/2016  3:00:00 PM	10/25/2016  9:30:00AM To  6:30:00PM	THEFT REPORT	CRONKHITE GRADUATE CENTER 84 BRATTLE ST	CLOSED	"Officer took a walk in report of stolen olive GT bicycle valued at $800.00. The reporting individual informed the officer that their bicycle was secured to the bike rack with a u-lock, which was cut and left at scene."	Yard Team
2016-0013978	10/27/2016  11:41:00 AM	10/25/2016 12:15:00PM To 12:30:00PM	THEFT REPORT	HEMENWAY GYMNASIUM H 1515 MASSACHUSETTS AVE	CLOSED	Officer dispatched to take a report of stolen currency valued at $12.00.	North Yard Team
2016-0013985	10/27/2016  3:48:00 PM	10/26/2016 To 10/27/2016 1:00:00PM To  3:30:00PM	THEFT REPORT	QUINCY HOUSE 58 PLYMPTON ST	CLOSED	"Officer dispatched to take a report of a stolen purple Trek bicycle valued at $80.00. The reporting individual informed the officer that they had secured their bike frame to their front tire with a u lock valued at $20.00, which was also stolen."	North Yard Team
2016-0014015	10/28/2016  11:41:00 AM	10/10/2016 To 10/27/2016 8:00:00AM To  7:00:00AM	THEFT REPORT	CABOT HOUSE DINING HALL 124 WALKER ST	CLOSED	Officer dispatched to take a report of a stolen iPad valued at $600.00.	Radcliffe/Quad Team
2016-0014062	10/29/2016  9:23:00 AM	10/28/2016 To 10/29/2016 9:00:00AM To  2:00:00AM	THEFT REPORT	NORTHWEST SCIENCE BUILDING 52 OXFORD ST	CLOSED	"Officer dispatched to take a report of a stolen North Face backpack valued at $90.00, personal checks valued at $5.00 and a passport."	North Yard Team
2016-0014073	10/29/2016  11:03:00 PM	10/29/2016  7:45:00PM To  8:45:00PM	THEFT REPORT	MEMORIAL HALL 18 KIRKLAND ST	CLOSED	Officer dispatched to take a report of a stolen Fuji bicycle valued at $150.00. The reporting individual informed the officer that their bicycle was secured to the bike rack with a u-lock which was still secured to the bike rack along with their front tire.	Radcliffe/Quad Team
2016-0014133	10/31/2016  3:53:00 PM	10/19/2016 To 10/23/2016 5:00:00PM To  6:58:00PM	THEFT REPORT	 1 WESTERN AVE	CLOSED	Officer dispatched to take a report of a stolen package containing a gray couch valued at $400.00.	Allston/Watertown Team
2016-0008230	6/13/2016  8:11:00 AM	6/13/2016  8:30:00AM To  9:00:00AM	THREAT(S)	SCIENCE CENTER 1 OXFORD ST	CLOSED	Officer dispatched to take a report of threats.	North Yard Team
2016-0009170	7/6/2016  10:55:00 AM	7/6/2016 10:55:00AM	THREAT(S)	OFFICE OF CAREER SERVICES 54 DUNSTER ST	CLOSED	"Officer dispatched to take a report of threats.
Update 10/27/16: This case is closed pending any further information."	River Team
2016-0009928	7/21/2016  4:56:00 PM	7/21/2016  3:42:00PM To  5:00:00PM	THREAT(S)	 114 MT AUBURN ST	CLOSED	Officer dispatched to take a report of threats.	
2016-0010170	7/29/2016  7:24:00 AM	7/29/2016  2:43:00AM To  7:00:00AM	THREAT(S)	69 BAKS ST 69 BANKS ST	OPEN	Officer dispatched to take a report of threats.	River Team
2016-0011980	9/9/2016  9:39:00 AM	9/8/2016 To 9/9/2016 5:33:00PM To  9:00:00AM	THREAT(S)	OGC OFFICE OF GENERAL COUNSEL 20 UNIVERSITY RD	OPEN	Officer dispatched to take a report of threats.	Radcliffe/Quad Team
2016-0012168	9/13/2016  2:01:00 PM	9/13/2016 12:07:00PM To  2:20:00PM	THREAT(S)	WARREN ALPERT BUILDING 200 LONGWOOD AVE	CLOSED	Officer dispatched to take a report of threats.	Longwood Team
2016-0013215	10/7/2016  2:36:00 PM	10/7/2016  2:36:00PM	THREAT(S)	UNIVERSITY HALL 1 HARVARD YARD	OPEN	Officer dispatched to take a report of threats.	Yard Team
2016-0013875	10/24/2016  10:53:00 AM	10/20/2016  1:15:00PM To  2:00:00PM	THREAT(S)	WARREN ALPERT BUILDING 200 LONGWOOD AVE	OPEN	Officer dispatched to take a report of threats.	Longwood Team
2016-0009524	7/11/2016  2:24:00 PM	7/11/2016  2:24:00PM	TRESPASS LETTER	ARNOLD ARBORETUM 125 ARBORWAY	CLOSED	Officer sent an individual a trespass letter for the Arnold Arboretum.	Longwood Team
2016-0007972	6/2/2016  9:36:00 PM	6/2/2016  9:30:00PM To  9:50:00PM	TRESPASS WARNING	POUND BUILDING 1563 MASSACHUSETTS AVE	CLOSED	"Officer dispatched to a report of an individual who may not have authorization to be in the area sleeping in the fifth floor stairwell. Officer arrived, located individual and conducted a field interview. The individual was run for wants/warrants with negative results. The individual was then issued a verbal trespass warning for all Harvard University property."	North Yard Team
2016-0008034	6/3/2016  5:11:00 PM	6/3/2016  5:10:00PM	TRESPASS WARNING	STADIUM 79 N HARVARD ST	CLOSED	"Officer dispatched to a report of an individual trying to enter an event who did not have authorization to do so. Officer arrived, located individual and informed them on their active trespass warning. The individual was then sent on their way."	Allston/Watertown Team
2016-0008115	6/7/2016  6:40:00 PM	6/7/2016  6:40:00PM	TRESPASS WARNING	KITTREDGE HALL LOT 81 GARDEN ST	CLOSED	"Officer dispatched to a report of three individuals possibly smoking marijuana. Officer arrived, located individuals and report a cigarette being put out with a strong odor of marijuana coming from it. At this time, additional officers were notified and on scene. While the three individuals were being run for wants/warrants which came back with negative results, two of the officers discovered drug paraphernalia and also marijuana near the three individuals. An officer then issued all three individuals with verbal trespass warnings for all Harvard University property. The individuals were then sent on their way and the marijuana and drug paraphernalia were confiscated."	Radcliffe/Quad Team
2016-0008144	6/9/2016  5:56:00 AM	6/9/2016  5:56:00AM To  6:20:00AM	TRESPASS WARNING	MAC MALKIN ATHLETIC CENTER 39 HOLYOKE ST	CLOSED	"Officer dispatched to a report of an individual sleeping on the handicap ramp. Officer arrived, located individual and conducted a field interview. The individual was run for wants/warrants with negative results. The individual was then issued a verbal trespass warning for all Harvard University property."	River Team
2016-0008482	6/20/2016  10:10:00 PM	6/20/2016  8:10:00PM To  8:30:00PM	TRESPASS WARNING	MATTHEWS HALL NORTH 9 HARVARD YARD	CLOSED	Officer while on patrol observed an individual in the area who didn't seem to have authorization to be in the area. Officer approached the individual and conducted a field interview. The individual was run for wants/warrants with negative results. The individual was then issued a verbal trespass warning for all Harvard University property.	Yard Team
2016-0008506	6/21/2016  8:17:00 AM	6/21/2016  8:00:00AM To  8:30:00AM	TRESPASS WARNING	ANDOVER HALL 45 FRANCIS AVE	CLOSED	"Officers dispatched to a report of an individual in the area who didn't seem to have authorization to be there. Officers arrived, located individual and conducted a field interview. The individual was run for wants/warrants with negative results. The individual was then issued a verbal trespass warning for all Harvard University property."	North Yard Team
2016-0008519	6/21/2016  12:08:00 PM	6/21/2016 11:30:00AM To 12:30:00PM	TRESPASS WARNING	ANDOVER HALL 45 FRANCIS AVE	CLOSED	"Officers dispatched to a report of an individual in the who didn't seem to have authorization to be in the area. Officers arrived, located individual and conducted a field interview. The individual was run for wants/warrants with negative results. The individual was then issued a verbal trespass warning for all Harvard University property."	North Yard Team
2016-0008987	6/30/2016  9:17:00 AM	6/29/2016  4:50:00PM To  5:23:00PM	TRESPASS WARNING	HUPD HQ 1033 MASSACHUSETTS AVE	CLOSED	Officer issued an individual a trespass warning for all Harvard University property.	Radcliffe/Quad Team
2016-0009068	7/2/2016  8:46:00 PM	7/1/2016  8:49:00PM To  9:20:00PM	TRESPASS WARNING	STRAUS HALL A 10 HARVARD YARD	CLOSED	"Officers dispatched to a report of an individual in the area who was believed to be following two individuals and didn't seem to have authorization to be in the area. Officers arrived, located individual and conducted a field interview. The individual was run for wants/warrants with negative results. The individual was then issued a verbal trespass warning for all Harvard University property."	Yard Team
2016-0009196	7/6/2016  11:40:00 AM	7/6/2016 11:35:00AM To 12:30:00PM	TRESPASS WARNING	MASSACHUSETTS HALL 11 HARVARD YARD	CLOSED	"Officer dispatched to a report of an unwanted guest in the building. Officer arrived, located individual and conducted a field interview. The individual was run for wants/warrants with negative results. The individual was then issued a verbal trespass warning for all Harvard University property."	Yard Team
2016-0009212	7/8/2016  4:00:00 AM	7/8/2016  4:00:00AM To  4:15:00AM	TRESPASS WARNING	PEABODY TERRACE 31 900 MEMORIAL DR	CLOSED	Officer while on patrol observed an unwanted guest sleeping in the entryway of the building. Officer approached the individual and conducted a field interview. The individual was run for wants with negative results. The individual was then issued a verbal trespass warning for all Harvard University property.	River Team
2016-0009357	7/7/2016  6:24:00 AM	7/7/2016  6:24:00AM To  7:00:00AM	TRESPASS WARNING	BAKER LIBRARY 25 HARVARD WAY	CLOSED	"Officers dispatched to a report of an individual in the area who may not have authorization to be in the area. Officers arrived, located individual and conducted a field interview. The individual was run for wants/warrants with negative results. The individual was then issued a verbal trespass warning for all Harvard University."	Allston/Watertown Team
2016-0009362	7/7/2016  10:08:00 AM	7/7/2016 10:08:00AM To 11:55:00PM	TRESPASS WARNING	SMITH CAMPUS CENTER 1350 MASSACHUSETTS AVE	CLOSED	Officer while on detail was approached by three individuals who stated they were being followed by an individual who was saying inappropriate comments. An additional officer arrived on scene and located the individual and conducted a field interview. The individual was run for wants/warrants with negative results. The individual was then issued a verbal trespass warning for all Harvard University property.	River Team
2016-0009371	7/7/2016  11:49:00 AM	7/7/2016 11:47:00AM To 11:55:00AM	TRESPASS WARNING	FORBES PLAZA 1350 MASSACHUSETTS AVE	CLOSED	Officer while on detail observed an unwanted guest. The officer approached the individual and conducted a field interview. The individual was run for wants/warrants with negative results. The individual was then given a verbal trespass warning for all Harvard University property.	River Team
2016-0009618	7/14/2016  12:57:00 PM	7/14/2016 12:57:00PM To  1:30:00PM	TRESPASS WARNING	LISE 15 OXFORD ST	CLOSED	"Officers dispatched to a report of an individual in the building who may not have authorization to be there. Officers arrived, located individual and conducted a field interview. The individual was run for wants/warrants with negative results. The individual was then issued a verbal trespass warning for all Harvard University property."	North Yard Team
2016-0009707	7/17/2016  1:22:00 AM	7/17/2016  1:00:00AM To  2:00:00AM	TRESPASS WARNING	STRAUS HALL A 10 HARVARD YARD	CLOSED	"Officer dispatched to a report of an individual urinating in the bushes. Officers arrived, located individual and conducted a field interview. The individual was then issued a verbal trespass warning for all Harvard University property."	Yard Team
2016-0009872	7/20/2016  10:55:00 AM	7/20/2016 10:55:00AM	TRESPASS WARNING	HUPD HQ 1033 MASSACHUSETTS AVE	CLOSED	Trespass letter was sent to an individual for all Harvard University property.	Yard Team
2016-0010536	8/8/2016  11:01:00 AM	8/8/2016 11:00:00AM To 11:15:00AM	TRESPASS WARNING	DENTAL SCHOOL 188 LONGWOOD AVE	CLOSED	"Officers dispatched to a report of an individual causing a disturbance. Officers arrived, located individual and conducted a field interview. The individual was then issued a verbal trespass warning for the Dental Clinic."	Longwood Team
2016-0010946	8/19/2016  3:52:00 PM	8/19/2016  3:50:00PM To  4:15:00PM	TRESPASS WARNING	CENTER FOR POPULATION STUDIES 9 BOW ST	CLOSED	"Officers dispatched to a report of an individual sleeping in the lobby.  Officers arrived and located the individual standing in the hallway.  A field interview was conducted and the individual was sent on their way with a trespass warning for all Harvard University property,"	River Team
2016-0011132	8/24/2016  3:20:00 PM	8/24/2016  3:20:00PM	TRESPASS WARNING	TUCHMAN HALL D 64 LINNAEAN ST	CLOSED	"Officer dispatched to take a report of past suspicious activity.
Update 9/3/16: An individual was issued a verbal trespass warning for all Harvard University property. This incident has been reclassified from Suspicious Activity to Trespass Warning."	Radcliffe/Quad Team
2016-0012000	9/9/2016  3:43:00 PM	9/9/2016  3:40:00PM To  4:45:00PM	TRESPASS WARNING	JEFFERSON LAB 17 OXFORD ST	CLOSED	"Officers dispatched to a report of an unwanted guest in the area. Officers arrived, located individual and conducted a field interview. The individual was then issued a verbal trespass warning for Jefferson Labs, Lyman, Perkins, and Maxwell Dworkin buildings."	North Yard Team
2016-0012283	9/16/2016  11:57:00 AM	9/16/2016 12:00:00PM To 12:35:00PM	TRESPASS WARNING	COUNTWAY LIBRARY 10 SHATTUCK ST	CLOSED	"Officers dispatched to a report of a known unwanted guest in the area. Officers arrived, located individual and conducted a field interview. The individual was then issued a verbal trespass warning for all Harvard University property."	Longwood Team
2016-0012480	9/20/2016  9:32:00 PM	9/20/2016  9:30:00PM	TRESPASS WARNING	LITTAUER KSG 79 JFK ST	CLOSED	"Officers while on patrol were informed of an unwanted guest in the building. Officers arrived, located individual and conducted a field interview. The individual was run for wants/warrants with negative results. The individual was then issued a verbal trespass warning for all Harvard University property."	Radcliffe/Quad Team
